sample_id,batch_id,collection_timestamp,feed_type,moisture_pct,protein_pct,fiber_pct,energy_mcal_per_kg,mineral_deficiency_index,urea_pct,sand_silica_pct,aflatoxin_ppb,fungal_load_index,mould_index_pct,storage_temperature_c,ph,sampling_depth_cm,device_id,firmware_version,measurement_repeat,spoilage_flag,adulteration_type,quality_status,split
F022850,B004855,2026-04-19 18:02:29.044968168,Feed Mash,9.71,16.89,18.03,3.11,20.64,2.99,1.09,3.88,4.58,8.72,31.17,,57.1,DEV-0056,1.0.0,3,0,None,Good,train
F022851,B007191,2026-04-19 18:32:20.464682152,Cattle Feed Pellet,12.53,20.53,18.49,2.95,14.34,1.85,0.9,2.41,1.82,10.07,24.82,,52.8,DEV-0120,1.1.0,1,0,None,Moderate,train
F022852,B000473,2026-04-19 19:02:11.884396144,Cattle Feed Pellet,10.48,19.07,,,14.91,0.26,0.0,0.35,6.09,0.67,35.35,,54.2,DEV-0118,1.1.0,3,0,None,Good,train
F022853,B005352,2026-04-19 19:32:03.304110136,Silage,69.07,6.91,22.76,2.42,12.99,0.0,1.79,2.41,1.6,0.0,30.15,4.14,8.5,DEV-0051,1.1.0,1,0,None,Good,train
F022854,B005470,2026-04-19 20:01:54.723824128,Feed Mash,14.38,11.07,14.04,2.92,16.81,1.25,0.24,3.69,3.22,19.69,39.12,,10.5,DEV-0019,1.1.0,1,0,None,Poor,train
F022855,B006952,2026-04-19 20:31:46.143538120,Mineral Mixture,6.53,10.7,4.36,1.54,22.62,0.91,0.57,59.6,3.59,50.79,28.3,,49.7,DEV-0136,1.1.0,1,0,None,Unsafe,train
F022856,B006916,2026-04-19 21:01:37.563252104,Silage,72.94,7.81,27.16,2.59,9.27,1.92,2.15,5.86,2.6,14.03,23.52,4.89,34.0,DEV-0127,1.1.0,2,0,None,Moderate,train
F022857,B001955,2026-04-19 21:31:28.982966096,Cattle Feed Pellet,9.52,18.62,15.15,2.53,11.87,1.47,0.69,25.68,6.09,57.92,32.35,,26.7,DEV-0062,1.1.0,2,0,Mould/Fungal Contamination,Poor,train
F022858,B002344,2026-04-19 22:01:20.402680088,Feed Mash,13.12,17.01,13.88,2.66,3.91,1.57,0.49,9.32,5.03,51.67,30.9,,36.7,DEV-0079,1.2.0,2,0,None,Poor,train
F022859,B005832,2026-04-19 22:31:11.822394080,Cattle Feed Pellet,16.51,15.04,13.62,2.83,4.46,0.47,0.58,2.77,3.95,6.82,33.48,,34.2,DEV-0127,1.0.0,3,0,None,Moderate,validation
F022860,B001154,2026-04-19 23:01:03.242108072,Silage,79.19,8.86,28.3,2.22,18.82,0.92,0.55,13.24,5.86,56.58,30.23,5.16,5.9,DEV-0116,1.0.0,1,1,Mould/Fungal Contamination,Unsafe,test
F022861,B004534,2026-04-19 23:30:54.661822056,Cattle Feed Pellet,13.69,19.58,,2.58,6.54,0.0,0.31,10.41,5.43,38.77,35.35,,18.6,DEV-0012,1.1.0,1,0,None,Poor,test
F022862,B005656,2026-04-20 00:00:46.081536048,Feed Mash,9.96,11.13,17.02,2.99,0.0,0.47,0.67,1.84,0.45,2.43,35.6,,51.0,DEV-0123,1.0.0,2,0,Excess Salt,Poor,train
F022863,B005467,2026-04-20 00:30:37.501250040,Feed Mash,18.0,11.35,21.49,2.25,32.37,0.04,0.36,10.62,8.57,53.36,36.9,,17.8,DEV-0024,1.1.0,3,0,None,Poor,train
F022864,B005019,2026-04-20 01:00:28.920964032,Silage,66.34,10.7,29.87,2.47,4.41,1.64,0.34,6.08,1.5,0.0,36.58,5.11,10.4,DEV-0108,1.2.0,2,0,None,Moderate,train
F022865,B007608,2026-04-20 01:30:20.340678024,Silage,64.4,9.72,24.66,2.56,13.31,0.0,0.64,6.3,4.58,6.87,23.55,4.88,9.3,DEV-0044,1.1.0,1,0,None,Good,train
F022866,B006927,2026-04-20 02:00:11.760392016,Feed Mash,9.22,16.99,18.58,3.39,11.44,0.0,1.39,8.73,2.28,6.42,27.3,,51.4,DEV-0141,1.0.0,3,0,None,Good,train
F022867,B006332,2026-04-20 02:30:03.180106000,Mineral Mixture,6.51,10.46,4.82,2.22,4.92,1.53,0.57,1.97,2.06,20.35,41.7,,35.5,DEV-0087,1.1.0,2,0,None,Good,test
F022868,B001120,2026-04-20 02:59:54.599819992,Silage,65.6,10.64,29.09,2.14,10.06,1.77,0.0,5.26,0.52,30.46,30.75,4.27,44.7,DEV-0020,1.0.0,1,0,None,Good,test
F022869,B003695,2026-04-20 03:29:46.019533984,Mineral Mixture,5.35,3.11,5.11,,11.37,0.63,0.33,3.29,1.07,20.07,35.81,,41.1,DEV-0066,1.1.0,2,0,None,Good,train
F022870,B001015,2026-04-20 03:59:37.439247976,Cattle Feed Pellet,13.31,23.48,17.25,2.5,11.66,0.0,1.11,15.63,4.38,22.05,31.57,,55.4,DEV-0121,1.1.0,2,0,None,Poor,train
F022871,B000354,2026-04-20 04:29:28.858961968,Feed Mash,16.73,14.47,21.98,2.78,27.78,2.53,1.52,71.79,7.47,77.87,42.47,,15.3,DEV-0029,1.2.0,2,0,Mould/Fungal Contamination,Unsafe,test
F022872,B000724,2026-04-20 04:59:20.278675952,Feed Mash,13.54,20.2,17.58,2.6,11.86,1.96,1.04,2.22,2.56,17.61,26.88,,15.6,DEV-0089,1.2.0,3,0,None,Moderate,train
F022873,B007903,2026-04-20 05:29:11.698389944,Cattle Feed Pellet,11.71,19.72,17.75,2.31,18.7,0.0,0.57,9.96,7.37,28.52,29.17,,56.2,DEV-0129,1.2.0,1,0,None,Moderate,validation
F022874,B000248,2026-04-20 05:59:03.118103936,Feed Mash,11.68,23.79,14.91,2.42,0.0,1.5,0.0,5.2,7.41,25.12,24.61,,33.0,DEV-0146,1.1.0,1,0,None,Moderate,train
F022875,B001371,2026-04-20 06:28:54.537817928,Feed Mash,14.82,18.45,22.0,2.74,9.49,1.63,0.98,4.66,2.94,25.98,29.3,,26.9,DEV-0094,1.2.0,2,0,None,Moderate,train
F022876,B001297,2026-04-20 06:58:45.957531920,Silage,64.11,7.5,22.72,2.09,10.46,0.22,0.2,5.32,4.47,14.14,27.71,5.7,58.5,DEV-0063,1.1.0,3,1,None,Poor,train
F022877,B001779,2026-04-20 07:28:37.377245904,Cattle Feed Pellet,6.89,24.24,22.82,2.55,12.37,0.0,2.81,2.21,7.18,19.9,30.51,,31.7,DEV-0102,1.2.0,2,0,None,Good,train
F022878,B001889,2026-04-20 07:58:28.796959896,Silage,77.44,4.42,27.73,2.44,22.55,1.21,0.52,6.76,0.3,36.46,31.53,5.7,0.9,DEV-0090,1.0.0,1,1,None,Poor,train
F022879,B004372,2026-04-20 08:28:20.216673888,Mineral Mixture,5.46,9.78,3.65,1.61,19.08,0.98,0.75,5.85,6.6,36.16,26.25,,0.1,DEV-0032,1.0.0,3,0,None,Good,train
F022880,B002552,2026-04-20 08:58:11.636387880,Feed Mash,13.12,17.86,11.5,3.02,23.99,0.16,1.95,57.05,5.68,33.18,30.78,,10.6,DEV-0065,1.0.0,3,0,None,Unsafe,train
F022881,B003788,2026-04-20 09:28:03.056101872,Cattle Feed Pellet,14.07,26.52,14.88,2.59,12.46,0.04,0.83,9.22,6.53,26.75,26.04,,48.6,DEV-0113,1.2.0,1,0,None,Moderate,train
F022882,B003484,2026-04-20 09:57:54.475815856,Mineral Mixture,5.04,3.0,6.53,1.86,17.21,0.66,1.71,4.25,5.85,40.05,35.34,,40.4,DEV-0051,1.1.0,2,0,None,Good,test
F022883,B000730,2026-04-20 10:27:45.895529848,Silage,84.56,10.82,25.33,2.42,8.58,0.0,1.17,0.99,6.75,15.19,27.38,5.21,37.2,DEV-0062,1.0.0,2,0,None,Poor,validation
F022884,B008795,2026-04-20 10:57:37.315243840,Silage,68.79,6.97,32.77,2.38,12.54,3.67,1.72,6.44,5.91,15.61,26.2,5.61,53.5,DEV-0117,1.0.0,3,1,None,Poor,train
F022885,B001457,2026-04-20 11:27:28.734957832,Cattle Feed Pellet,12.24,20.52,12.71,2.25,13.55,6.15,0.04,11.47,2.38,21.14,32.89,,43.5,DEV-0086,1.2.0,1,0,None,Poor,train
F022886,B008033,2026-04-20 11:57:20.154671824,Feed Mash,8.48,23.73,12.1,2.47,13.09,4.04,0.0,2.45,2.67,18.57,33.79,,48.7,DEV-0066,1.1.0,2,0,None,Moderate,validation
F022887,B001978,2026-04-20 12:27:11.574385808,Cattle Feed Pellet,10.25,26.5,20.01,2.73,4.71,1.26,0.05,3.52,3.51,13.54,26.4,,21.8,DEV-0030,1.2.0,1,0,None,Poor,train
F022888,B006610,2026-04-20 12:57:02.994099800,Feed Mash,22.1,15.79,13.2,2.65,19.07,0.0,7.67,3.66,5.95,41.98,26.31,,54.7,DEV-0137,1.2.0,3,0,None,Poor,train
F022889,B004692,2026-04-20 13:26:54.413813792,Feed Mash,11.3,16.7,17.98,3.28,10.41,0.78,1.11,2.64,1.8,8.98,40.58,,26.7,DEV-0119,1.2.0,3,0,None,Moderate,train
F022890,B008516,2026-04-20 13:56:45.833527784,Silage,65.93,6.37,35.98,2.32,8.34,4.83,2.38,3.79,5.97,34.72,27.41,5.01,33.3,DEV-0050,1.1.0,2,0,None,Moderate,train
F022891,B002662,2026-04-20 14:26:37.253241776,Silage,61.4,8.75,25.73,,11.78,1.1,0.4,18.28,4.82,4.55,29.9,5.18,39.7,DEV-0016,1.0.0,1,0,None,Moderate,train
F022892,B007491,2026-04-20 14:56:28.672955768,Cattle Feed Pellet,11.07,18.84,16.42,2.62,9.37,4.84,0.51,4.81,2.24,25.2,25.99,,37.7,DEV-0087,1.2.0,3,0,Excess Salt,Good,train
F022893,B000540,2026-04-20 15:26:20.092669752,Cattle Feed Pellet,12.57,21.63,12.35,2.55,10.8,0.2,0.08,3.64,0.0,17.33,27.36,,10.9,DEV-0021,1.1.0,3,0,None,Good,train
F022894,B003610,2026-04-20 15:56:11.512383744,Silage,79.2,8.85,26.28,2.0,7.9,1.48,1.82,6.37,4.95,26.91,26.67,4.67,30.6,DEV-0085,1.0.0,3,0,None,Poor,train
F022895,B005568,2026-04-20 16:26:02.932097736,Feed Mash,21.27,19.26,18.23,2.9,13.33,1.25,1.73,3.42,5.48,10.8,31.2,,6.2,DEV-0004,1.2.0,3,0,None,Poor,train
F022896,B003135,2026-04-20 16:55:54.351811728,Feed Mash,15.52,22.24,14.53,2.87,6.34,2.64,2.37,3.68,2.1,22.17,33.53,,49.4,DEV-0107,1.1.0,2,0,None,Moderate,train
F022897,B002273,2026-04-20 17:25:45.771525720,Cattle Feed Pellet,15.58,20.8,17.25,2.81,9.73,1.57,2.92,1.12,4.48,0.71,35.36,,27.5,DEV-0059,1.1.0,3,0,None,Good,train
F022898,B007642,2026-04-20 17:55:37.191239704,Feed Mash,20.48,21.72,,,10.5,1.46,0.11,7.29,4.28,17.18,24.64,,24.0,DEV-0026,1.2.0,1,0,None,Moderate,validation
F022899,B005570,2026-04-20 18:25:28.610953696,Mineral Mixture,6.09,10.5,4.33,1.81,20.88,0.15,0.51,6.53,4.25,39.38,29.58,,49.5,DEV-0023,1.2.0,1,0,None,Good,test
F022900,B007853,2026-04-20 18:55:20.030667688,Silage,57.11,9.26,23.81,2.34,13.38,1.53,2.26,1.97,3.52,6.5,27.7,4.54,25.7,DEV-0106,1.2.0,2,0,None,Good,train
F022901,B000836,2026-04-20 19:25:11.450381680,Silage,59.95,11.79,30.46,,9.88,2.51,1.2,2.39,3.49,26.23,17.51,5.84,15.3,DEV-0013,1.2.0,1,1,None,Moderate,validation
F022902,B002789,2026-04-20 19:55:02.870095672,Cattle Feed Pellet,11.56,18.03,17.6,2.74,19.37,6.01,1.79,11.06,8.45,52.86,34.07,,7.3,DEV-0094,1.0.0,2,0,None,Poor,validation
F022903,B000602,2026-04-20 20:24:54.289809656,Mineral Mixture,3.16,7.94,7.48,1.49,9.01,0.0,0.0,3.05,3.04,7.55,26.92,,38.2,DEV-0103,1.1.0,2,0,None,Good,train
F022904,B003996,2026-04-20 20:54:45.709523648,Mineral Mixture,3.59,16.59,1.53,1.8,0.0,2.63,0.0,4.26,4.9,6.57,36.6,,14.4,DEV-0072,1.2.0,2,0,None,Good,train
F022905,B005889,2026-04-20 21:24:37.129237640,Cattle Feed Pellet,10.52,26.61,12.69,,5.01,0.08,2.09,9.41,3.11,5.15,28.63,,7.8,DEV-0024,1.0.0,1,0,None,Moderate,test
F022906,B003734,2026-04-20 21:54:28.548951632,Silage,79.21,7.39,26.88,2.14,11.19,1.97,0.59,5.0,2.92,40.57,26.33,6.11,14.2,DEV-0086,1.1.0,2,1,None,Poor,train
F022907,B002299,2026-04-20 22:24:19.968665624,Cattle Feed Pellet,11.34,21.18,16.12,2.61,17.05,0.0,1.22,1.31,2.33,13.91,32.82,,46.6,DEV-0094,1.1.0,1,0,None,Good,test
F022908,B003053,2026-04-20 22:54:11.388379608,Silage,72.56,8.66,31.67,2.08,14.05,0.61,0.42,0.15,0.99,17.06,30.96,5.13,3.8,DEV-0087,1.0.0,2,0,None,Moderate,test
F022909,B003340,2026-04-20 23:24:02.808093600,Feed Mash,14.72,,15.51,2.04,0.0,0.0,1.39,3.9,2.73,21.07,32.73,,16.0,DEV-0119,1.0.0,3,0,None,Moderate,train
F022910,B002081,2026-04-20 23:53:54.227807592,Silage,77.76,7.75,26.09,2.57,6.39,0.15,0.86,8.73,2.7,19.84,32.03,4.55,25.6,DEV-0097,1.1.0,2,0,None,Poor,validation
F022911,B003371,2026-04-21 00:23:45.647521584,Cattle Feed Pellet,10.4,8.0,13.96,3.17,24.99,1.4,11.17,67.56,5.74,56.36,30.03,,6.7,DEV-0104,1.1.0,1,0,Sand/Silica Contamination,Unsafe,validation
F022912,B007831,2026-04-21 00:53:37.067235576,Feed Mash,16.98,23.14,13.79,2.76,14.91,1.23,2.0,11.59,3.07,35.48,24.48,,55.1,DEV-0120,1.1.0,3,0,None,Poor,train
F022913,B007554,2026-04-21 01:23:28.486949568,Cattle Feed Pellet,13.04,9.55,13.69,2.99,16.79,2.53,0.0,2.09,3.0,26.64,34.2,,36.8,DEV-0103,1.0.0,3,0,None,Good,train
F022914,B005376,2026-04-21 01:53:19.906663552,Feed Mash,19.16,16.78,18.01,2.31,18.05,0.21,1.94,55.2,6.17,61.02,37.96,,49.7,DEV-0110,1.1.0,1,0,Mould/Fungal Contamination,Unsafe,train
F022915,B004752,2026-04-21 02:23:11.326377544,Silage,75.33,8.77,24.14,2.33,0.61,2.56,1.03,4.68,3.01,19.02,27.72,5.15,28.0,DEV-0113,1.1.0,1,0,None,Good,validation
F022916,B005934,2026-04-21 02:53:02.746091536,Silage,69.24,14.98,32.54,2.17,6.07,1.3,0.95,6.92,2.44,21.88,26.27,4.38,43.8,DEV-0034,1.1.0,1,0,None,Moderate,validation
F022917,B004850,2026-04-21 03:22:54.165805528,Mineral Mixture,4.24,11.1,8.97,,24.06,0.0,0.96,63.36,6.95,81.85,35.16,,10.8,DEV-0075,1.2.0,3,0,Mould/Fungal Contamination,Unsafe,validation
F022918,B006376,2026-04-21 03:52:45.585519520,Cattle Feed Pellet,5.62,12.48,14.86,2.78,19.47,1.45,1.74,1.8,1.72,11.54,29.11,,40.0,DEV-0089,1.0.0,3,0,None,Good,train
F022919,B006292,2026-04-21 04:22:37.005233504,Feed Mash,14.33,14.35,,2.75,22.74,0.94,0.73,4.55,5.63,25.64,38.74,,43.6,DEV-0073,1.2.0,3,0,None,Moderate,train
F022920,B007559,2026-04-21 04:52:28.424947496,Feed Mash,12.22,17.99,15.0,2.82,13.43,1.87,0.42,0.94,2.38,11.36,29.18,,34.0,DEV-0103,1.1.0,2,0,None,Good,train
F022921,B001728,2026-04-21 05:22:19.844661488,Feed Mash,20.64,17.0,21.32,2.65,17.48,0.08,0.76,39.45,6.29,68.86,33.36,,20.6,DEV-0026,1.2.0,2,0,Mould/Fungal Contamination,Unsafe,validation
F022922,B007071,2026-04-21 05:52:11.264375480,Cattle Feed Pellet,10.48,19.14,20.1,,21.15,0.66,0.0,2.92,4.29,23.72,41.71,,9.9,DEV-0070,1.2.0,1,0,None,Moderate,train
F022923,B002025,2026-04-21 06:22:02.684089472,Cattle Feed Pellet,11.5,18.59,12.94,3.42,19.85,0.54,1.22,3.12,2.35,13.32,23.74,,32.3,DEV-0060,1.2.0,1,0,None,Moderate,train
F022924,B000405,2026-04-21 06:51:54.103803456,Feed Mash,20.03,17.45,14.06,2.81,7.01,1.99,4.43,3.38,0.76,18.9,26.8,,47.5,DEV-0035,1.2.0,3,0,None,Poor,test
F022925,B000956,2026-04-21 07:21:45.523517448,Silage,65.46,5.35,25.52,2.26,9.46,1.73,1.53,3.58,0.8,8.1,29.62,5.36,22.5,DEV-0004,1.2.0,1,0,None,Good,train
F022926,B001412,2026-04-21 07:51:36.943231440,Feed Mash,13.65,16.88,16.25,2.69,9.46,0.0,0.36,3.9,2.81,19.68,20.93,,35.3,DEV-0078,1.2.0,2,0,None,Good,train
F022927,B000173,2026-04-21 08:21:28.362945432,Cattle Feed Pellet,10.79,27.27,18.85,2.27,22.52,5.59,0.68,2.72,1.76,22.72,25.74,,9.8,DEV-0101,1.2.0,1,0,None,Good,train
F022928,B008738,2026-04-21 08:51:19.782659424,Cattle Feed Pellet,6.67,17.13,22.22,3.48,19.28,0.0,0.99,6.78,2.21,21.41,35.01,,53.6,DEV-0142,1.1.0,3,0,None,Moderate,train
F022929,B005504,2026-04-21 09:21:11.202373408,Cattle Feed Pellet,18.12,16.48,20.72,2.94,18.95,0.99,1.71,59.56,7.2,73.08,31.52,,47.1,DEV-0129,1.2.0,2,0,Mould/Fungal Contamination,Unsafe,train
F022930,B002697,2026-04-21 09:51:02.622087400,Cattle Feed Pellet,13.97,14.94,19.84,3.08,14.95,1.67,0.0,5.75,1.78,5.82,31.02,,38.0,DEV-0019,1.2.0,2,0,None,Moderate,train
F022931,B001576,2026-04-21 10:20:54.041801392,Cattle Feed Pellet,15.96,16.21,15.71,2.86,37.82,2.07,0.76,51.3,5.2,68.09,35.95,,42.1,DEV-0078,1.1.0,3,0,Mineral Imbalance,Unsafe,train
F022932,B005615,2026-04-21 10:50:45.461515384,Cattle Feed Pellet,13.25,18.68,18.64,2.75,32.77,1.19,0.0,37.8,9.88,55.52,38.96,,37.0,DEV-0078,1.2.0,1,0,Mould/Fungal Contamination,Unsafe,train
F022933,B005518,2026-04-21 11:20:36.881229376,Feed Mash,15.51,12.87,20.55,3.04,12.97,0.05,1.65,57.65,8.28,71.27,29.45,,52.4,DEV-0054,1.2.0,3,0,Mould/Fungal Contamination,Unsafe,train
F022934,B001863,2026-04-21 11:50:28.300943360,Feed Mash,20.71,17.38,,2.93,1.26,4.27,0.61,3.39,3.78,0.47,25.02,,4.5,DEV-0139,1.2.0,2,0,None,Poor,train
F022935,B001028,2026-04-21 12:20:19.720657352,Feed Mash,15.07,17.08,16.6,2.97,25.61,1.01,12.77,42.03,6.75,72.78,36.6,,54.9,DEV-0032,1.1.0,2,0,Sand/Silica Contamination,Unsafe,train
F022936,B003076,2026-04-21 12:50:11.140371344,Mineral Mixture,2.99,15.01,8.45,1.03,5.97,0.74,1.88,1.24,1.11,15.98,29.08,,26.1,DEV-0087,1.1.0,3,0,None,Good,train
F022937,B002131,2026-04-21 13:20:02.560085336,Silage,80.27,8.6,12.0,2.87,23.9,1.28,1.38,9.05,7.11,32.06,31.63,4.91,58.5,DEV-0029,1.1.0,3,0,None,Poor,train
F022938,B006427,2026-04-21 13:49:53.979799328,Cattle Feed Pellet,12.74,23.76,17.64,2.82,13.53,3.95,2.65,3.8,5.21,12.46,39.46,,3.2,DEV-0107,1.2.0,1,0,None,Moderate,train
F022939,B003108,2026-04-21 14:19:45.399513320,Silage,71.24,4.92,31.35,1.9,10.24,0.94,0.18,4.68,4.4,6.86,26.04,4.72,34.9,DEV-0099,1.1.0,3,0,None,Moderate,test
F022940,B005976,2026-04-21 14:49:36.819227304,Silage,69.95,7.22,24.96,1.99,20.64,8.47,10.34,13.3,5.44,45.16,37.99,4.79,35.1,DEV-0067,1.2.0,2,1,Urea Adulteration,Unsafe,train
F022941,B000318,2026-04-21 15:19:28.238941296,Silage,70.21,6.61,21.52,1.53,6.56,0.75,0.0,7.04,0.42,8.84,32.83,4.88,38.9,DEV-0120,1.2.0,2,0,None,Moderate,train
F022942,B001336,2026-04-21 15:49:19.658655288,Silage,59.8,12.3,23.81,,8.2,1.33,0.0,9.32,3.21,0.0,33.51,4.7,48.0,DEV-0122,1.2.0,2,0,None,Good,train
F022943,B006259,2026-04-21 16:19:11.078369280,Silage,72.59,8.48,32.27,2.12,13.66,2.28,0.42,5.48,6.52,17.93,23.71,4.28,32.6,DEV-0026,1.0.0,1,0,None,Moderate,train
F022944,B006142,2026-04-21 16:49:02.498083272,Feed Mash,12.53,,16.05,3.11,5.17,2.08,0.24,3.27,1.24,0.0,32.74,,20.6,DEV-0111,1.1.0,3,0,None,Moderate,train
F022945,B005192,2026-04-21 17:18:53.917797256,Cattle Feed Pellet,17.89,18.64,17.54,2.72,12.64,1.23,0.82,5.01,4.71,20.14,26.65,,43.3,DEV-0095,1.1.0,3,0,None,Moderate,train
F022946,B002542,2026-04-21 17:48:45.337511248,Silage,60.06,9.75,16.93,1.98,18.02,0.0,1.54,3.62,1.16,14.58,36.31,5.5,25.5,DEV-0092,1.0.0,2,1,None,Moderate,train
F022947,B008568,2026-04-21 18:18:36.757225240,Cattle Feed Pellet,10.03,20.58,16.89,2.75,15.74,2.12,1.03,5.72,4.77,3.77,24.97,,8.9,DEV-0071,1.1.0,2,0,None,Good,train
F022948,B004270,2026-04-21 18:48:28.176939232,Cattle Feed Pellet,11.22,18.35,13.87,3.16,15.54,0.0,0.0,2.69,2.34,9.34,28.45,,28.7,DEV-0079,1.1.0,2,0,None,Good,test
F022949,B002005,2026-04-21 19:18:19.596653224,Cattle Feed Pellet,11.4,,12.37,3.0,8.98,0.57,1.54,3.84,6.24,46.25,20.54,,15.2,DEV-0144,1.2.0,2,0,None,Moderate,train
F022950,B002601,2026-04-21 19:48:11.016367208,Cattle Feed Pellet,11.97,14.22,19.87,2.35,11.37,0.0,0.0,2.87,2.1,6.29,26.12,,14.5,DEV-0020,1.1.0,1,0,None,Good,train
F022951,B007076,2026-04-21 20:18:02.436081200,Feed Mash,12.35,20.61,16.78,2.83,20.12,0.0,0.14,2.0,4.01,10.17,30.72,,2.3,DEV-0053,1.1.0,1,0,None,Good,train
F022952,B005017,2026-04-21 20:47:53.855795192,Silage,61.68,8.93,24.64,1.63,9.97,0.0,0.0,1.9,3.19,16.38,24.26,4.14,32.8,DEV-0135,1.1.0,3,0,None,Good,train
F022953,B003705,2026-04-21 21:17:45.275509184,Mineral Mixture,8.66,5.26,7.57,1.88,12.74,1.29,1.2,5.74,2.22,45.81,43.28,,2.9,DEV-0022,1.1.0,2,0,None,Poor,validation
F022954,B002972,2026-04-21 21:47:36.695223176,Mineral Mixture,4.35,24.0,5.68,1.51,9.52,0.0,3.8,3.52,0.7,12.96,26.3,,2.0,DEV-0033,1.1.0,3,0,None,Good,train
F022955,B004454,2026-04-21 22:17:28.114937160,Silage,83.12,6.71,26.62,2.17,7.5,3.29,0.1,6.42,5.74,19.66,27.05,4.38,29.5,DEV-0091,1.2.0,1,0,None,Poor,train
F022956,B002676,2026-04-21 22:47:19.534651152,Silage,65.88,4.81,35.61,2.34,16.97,0.3,0.0,56.37,6.13,62.7,29.36,5.78,44.7,DEV-0110,1.1.0,3,1,Mould/Fungal Contamination,Unsafe,test
F022957,B001305,2026-04-21 23:17:10.954365144,Feed Mash,10.76,15.84,10.1,3.08,17.36,0.68,2.43,4.21,2.44,17.61,26.82,,52.4,DEV-0036,1.1.0,1,0,None,Good,train
F022958,B005155,2026-04-21 23:47:02.374079136,Cattle Feed Pellet,9.16,14.68,7.79,2.39,16.16,0.23,0.23,2.39,2.54,18.68,38.24,,4.4,DEV-0123,1.0.0,1,0,None,Moderate,train
F022959,B001247,2026-04-22 00:16:53.793793128,Cattle Feed Pellet,13.67,,14.58,2.81,27.91,1.62,0.0,18.19,8.34,77.15,40.5,,58.1,DEV-0066,1.1.0,1,0,Mould/Fungal Contamination,Unsafe,train
F022960,B008108,2026-04-22 00:46:45.213507112,Cattle Feed Pellet,10.35,19.18,9.96,3.32,13.71,0.5,1.44,3.96,4.88,0.0,25.56,,41.4,DEV-0102,1.1.0,2,0,None,Good,train
F022961,B003913,2026-04-22 01:16:36.633221104,Cattle Feed Pellet,15.08,19.83,18.55,3.03,18.01,0.95,2.39,4.51,2.69,18.1,32.82,,8.2,DEV-0053,1.2.0,3,0,None,Moderate,validation
F022962,B007927,2026-04-22 01:46:28.052935096,Silage,55.46,8.18,31.02,1.99,11.54,0.53,0.0,12.11,6.15,45.43,29.73,4.82,15.6,DEV-0084,1.2.0,1,1,None,Poor,train
F022963,B005297,2026-04-22 02:16:19.472649088,Feed Mash,13.86,21.48,6.61,3.04,6.85,0.0,0.63,0.26,3.19,12.6,23.9,,41.2,DEV-0118,1.0.0,2,0,None,Good,train
F022964,B002752,2026-04-22 02:46:10.892363080,Cattle Feed Pellet,11.52,22.08,8.48,2.98,20.8,0.1,3.23,1.14,2.5,18.94,25.08,,48.8,DEV-0090,1.0.0,1,0,None,Good,train
F022965,B005725,2026-04-22 03:16:02.312077072,Silage,71.81,9.26,21.53,2.45,18.61,0.24,1.14,6.98,6.04,23.34,20.42,5.24,33.4,DEV-0133,1.0.0,3,0,None,Moderate,train
F022966,B002051,2026-04-22 03:45:53.731791056,Feed Mash,8.05,15.32,20.94,2.69,11.87,1.02,0.01,3.69,0.0,4.05,26.81,,54.3,DEV-0089,1.1.0,3,0,None,Good,train
F022967,B008273,2026-04-22 04:15:45.151505048,Cattle Feed Pellet,16.44,15.0,16.9,2.39,2.52,5.64,4.91,2.0,1.38,13.62,32.07,,18.1,DEV-0072,1.1.0,1,0,None,Moderate,train
F022968,B002736,2026-04-22 04:45:36.571219040,Silage,64.63,11.3,27.32,2.36,19.57,1.04,0.42,3.15,1.11,4.06,28.71,4.78,12.5,DEV-0066,1.1.0,3,0,None,Good,train
F022969,B000099,2026-04-22 05:15:27.990933032,Feed Mash,12.88,15.77,11.64,2.91,6.49,0.53,1.36,2.28,3.8,26.08,30.92,,32.4,DEV-0032,1.1.0,3,0,None,Moderate,train
F022970,B003540,2026-04-22 05:45:19.410647024,Mineral Mixture,3.79,3.88,8.63,2.15,20.4,1.84,0.0,2.17,3.93,19.59,26.89,,24.3,DEV-0048,1.1.0,2,0,None,Good,train
F022971,B004715,2026-04-22 06:15:10.830361008,Feed Mash,12.33,10.57,20.02,,11.01,3.96,0.0,3.61,3.61,17.79,35.58,,31.0,DEV-0064,1.1.0,3,0,None,Good,train
F022972,B002678,2026-04-22 06:45:02.250075000,Mineral Mixture,2.56,16.08,8.27,1.8,10.94,0.0,1.16,1.72,5.53,9.53,26.35,,30.2,DEV-0123,1.1.0,3,0,None,Good,train
F022973,B005524,2026-04-22 07:14:53.669788992,Silage,83.99,6.01,25.45,2.56,16.97,2.38,1.28,6.3,2.62,12.64,30.21,5.19,54.9,DEV-0094,1.2.0,3,0,None,Poor,train
F022974,B006489,2026-04-22 07:44:45.089502984,Silage,64.88,12.15,32.25,2.63,9.69,2.37,1.86,6.89,5.03,28.88,25.82,4.65,50.6,DEV-0032,1.1.0,1,0,None,Good,train
F022975,B006006,2026-04-22 08:14:36.509216976,Cattle Feed Pellet,14.25,18.26,15.63,2.64,7.59,1.21,0.0,3.12,3.07,10.86,23.94,,39.1,DEV-0064,1.1.0,3,0,None,Good,test
